Model Name,File,Domain,Equation Count,Differential Equation Count,Algebraic Equation Count,ODE count,PDE count,State variable count,Algebraic Variable Count,Total Variable Count,Actual Variable Count
obeyesekere_zimmerman_tecarro_auchmuty_1999,models_cellml/cell_cycle/obeyesekere_zimmerman_tecarro_auchmuty_1999.cellml,cell_cycle,7,5,2,5,0,0,0,71,28
qu_maclellan_weiss_2003,models_cellml/cell_cycle/qu_maclellan_weiss_2003.cellml,cell_cycle,21,12,9,12,0,0,0,150,53
romond_rustici_gonze_goldbeter_1999,models_cellml/cell_cycle/romond_rustici_gonze_goldbeter_1999.cellml,cell_cycle,10,6,4,6,0,0,0,85,39
sriram_bernot_kepes_2007,models_cellml/cell_cycle/sriram_bernot_kepes_2007.cellml,cell_cycle,6,6,0,6,0,0,0,80,32
starbuck_wiley_lauffenburger_1990,models_cellml/cell_cycle/starbuck_wiley_lauffenburger_1990.cellml,cell_cycle,19,13,6,13,0,0,0,160,46
sveiczer_csikasznagy_gyorffy_tyson_novak_2000,models_cellml/cell_cycle/sveiczer_csikasznagy_gyorffy_tyson_novak_2000.cellml,cell_cycle,24,16,8,16,0,0,0,237,83
tyson_1991,models_cellml/cell_cycle/tyson_1991.cellml,cell_cycle,15,6,9,6,0,0,0,68,24
yates_stark_klein_antia_callard_2007_a,models_cellml/cell_cycle/yates_stark_klein_antia_callard_2007_a.cellml,cell_cycle,3,2,1,2,0,0,0,20,8
yates_stark_klein_antia_callard_2007_b,models_cellml/cell_cycle/yates_stark_klein_antia_callard_2007_b.cellml,cell_cycle,4,3,1,3,0,0,0,28,11
yates_stark_klein_antia_callard_2007_c,models_cellml/cell_cycle/yates_stark_klein_antia_callard_2007_c.cellml,cell_cycle,6,4,2,4,0,0,0,43,15
palecek_horwitz_lauffenburger_1999,models_cellml/cell_migration/palecek_horwitz_lauffenburger_1999.cellml,cell_migration,10,6,4,0,6,0,0,114,28
spiro_parkinson_othmer_1997,models_cellml/cell_migration/spiro_parkinson_othmer_1997.cellml,cell_migration,39,22,17,22,0,0,0,354,77
gerard_2009,models_cellml/circadian_rhythms/gerard_2009.cellml,circadian_rhythms,66,66,0,66,0,0,0,1070,322
goldbeter_pourquie_2008_a,models_cellml/circadian_rhythms/goldbeter_pourquie_2008_a.cellml,circadian_rhythms,34,16,18,16,0,0,0,193,111
goldbeter_pourquie_2008_b,models_cellml/circadian_rhythms/goldbeter_pourquie_2008_b.cellml,circadian_rhythms,33,16,17,16,0,0,0,185,106
goodwin_1965_a,models_cellml/circadian_rhythms/goodwin_1965_a.cellml,circadian_rhythms,2,2,0,2,0,0,0,13,9
goodwin_1965_b,models_cellml/circadian_rhythms/goodwin_1965_b.cellml,circadian_rhythms,4,4,0,4,0,0,0,29,19
goodwin_1965_c,models_cellml/circadian_rhythms/goodwin_1965_c.cellml,circadian_rhythms,3,3,0,3,0,0,0,18,12
leloup_1998a,models_cellml/circadian_rhythms/leloup_1998a.cellml,circadian_rhythms,12,10,2,10,0,0,0,90,51
leloup_1998b,models_cellml/circadian_rhythms/leloup_1998b.cellml,circadian_rhythms,13,10,3,10,0,0,0,95,54
leloup_goldbeter_2003,models_cellml/circadian_rhythms/leloup_goldbeter_2003.cellml,circadian_rhythms,19,19,0,19,0,0,0,253,83
leloup_gonze_goldbeter_1999_a,models_cellml/circadian_rhythms/leloup_gonze_goldbeter_1999_a.cellml,circadian_rhythms,11,10,1,10,0,0,0,134,50
leloup_gonze_goldbeter_1999_b,models_cellml/circadian_rhythms/leloup_gonze_goldbeter_1999_b.cellml,circadian_rhythms,4,3,1,3,0,0,0,26,15
phillips_2007,models_cellml/circadian_rhythms/phillips_2007.cellml,circadian_rhythms,10,3,7,3,0,0,0,45,25
phillips_baseline_2008,models_cellml/circadian_rhythms/phillips_baseline_2008.cellml,circadian_rhythms,8,3,5,3,0,0,0,38,23
phillips_sleep_deprivation_2008,models_cellml/circadian_rhythms/phillips_sleep_deprivation_2008.cellml,circadian_rhythms,8,3,5,3,0,0,0,42,27
tyson_hong_thron_novak_1999,models_cellml/circadian_rhythms/tyson_hong_thron_novak_1999.cellml,circadian_rhythms,3,2,1,2,0,0,0,18,13
ueda_hagiwara_kitano_2001,models_cellml/circadian_rhythms/ueda_hagiwara_kitano_2001.cellml,circadian_rhythms,10,10,0,10,0,0,0,141,66
vilar_kueh_barkai_leibler_2002,models_cellml/circadian_rhythms/vilar_kueh_barkai_leibler_2002.cellml,circadian_rhythms,25,9,16,9,0,0,0,103,42
adrian_chandler_hodgkin_1970,models_cellml/electrophysiology/adrian_chandler_hodgkin_1970.cellml,electrophysiology,18,5,13,5,0,0,0,90,49
aslanidi_atrial_model_2009_LindbladCa_corrected,models_cellml/electrophysiology/aslanidi_atrial_model_2009_LindbladCa_corrected.cellml,electrophysiology,131,29,102,29,0,0,0,307,157
aslanidi_2009,models_cellml/electrophysiology/aslanidi_2009.cellml,electrophysiology,155,30,125,30,0,0,0,483,229
benson_epicardial_2008,models_cellml/electrophysiology/benson_epicardial_2008.cellml,electrophysiology,137,29,108,29,0,0,0,319,191
benson_endocardial_2008,models_cellml/electrophysiology/benson_endocardial_2008.cellml,electrophysiology,137,29,108,29,0,0,0,319,191
benson_mcell_2008,models_cellml/electrophysiology/benson_mcell_2008.cellml,electrophysiology,137,29,108,29,0,0,0,319,191
bertram_arnot_zamponi_2002,models_cellml/electrophysiology/bertram_arnot_zamponi_2002.cellml,electrophysiology,32,11,21,11,0,0,0,140,55
bertram_arnot_zamponi_2002_post,models_cellml/electrophysiology/bertram_arnot_zamponi_2002_post.cellml,electrophysiology,32,11,21,11,0,0,0,137,52
bertram_2006,models_cellml/electrophysiology/bertram_2006.cellml,electrophysiology,41,7,34,7,0,0,0,139,88
bertram_smolen_sherman_mears_atwater_martin_soria_1995,models_cellml/electrophysiology/bertram_smolen_sherman_mears_atwater_martin_soria_1995.cellml,electrophysiology,30,5,25,5,0,0,0,115,65
bueno_2007,models_cellml/electrophysiology/bueno_2007.cellml,electrophysiology,83,4,79,4,0,0,0,118,53
chang_fujita_1999,models_cellml/electrophysiology/chang_fujita_1999.cellml,electrophysiology,12,12,0,12,0,0,0,187,51
chang_fujita_b_1999,models_cellml/electrophysiology/chang_fujita_b_1999.cellml,electrophysiology,39,9,30,9,0,0,0,178,67
chang_fujita_2001_H_ATPase,models_cellml/electrophysiology/chang_fujita_2001_H_ATPase.cellml,electrophysiology,7,6,1,6,0,0,0,84,30
chang_fujita_2001_Na_H_exchanger,models_cellml/electrophysiology/chang_fujita_2001_Na_H_exchanger.cellml,electrophysiology,15,8,7,8,0,0,0,109,35
chang_fujita_2001_anion_exchanger,models_cellml/electrophysiology/chang_fujita_2001_anion_exchanger.cellml,electrophysiology,7,6,1,6,0,0,0,83,26
corrias_buist_2008,models_cellml/electrophysiology/corrias_buist_2008.cellml,electrophysiology,106,22,84,22,0,0,0,349,211
corrias_buist_2007,models_cellml/electrophysiology/corrias_buist_2007.cellml,electrophysiology,66,14,52,14,0,0,0,227,100
courtemanche_ramirez_nattel_1998,models_cellml/electrophysiology/courtemanche_ramirez_nattel_1998.cellml,electrophysiology,103,21,82,21,0,0,0,319,146
cui_kaandorp_lloyd_2008_a,models_cellml/electrophysiology/cui_kaandorp_lloyd_2008_a.cellml,electrophysiology,18,17,1,17,0,0,0,166,35
cui_kaandorp_lloyd_2008_b,models_cellml/electrophysiology/cui_kaandorp_lloyd_2008_b.cellml,electrophysiology,21,20,1,20,0,0,0,189,39
demir_clark_giles_1999,models_cellml/electrophysiology/demir_clark_giles_1999.cellml,electrophysiology,112,29,83,29,0,0,0,292,158
demir_clark_giles_murphey_1994,models_cellml/electrophysiology/demir_clark_giles_murphey_1994.cellml,electrophysiology,97,27,70,27,0,0,0,251,132
difrancesco_noble_1985,models_cellml/electrophysiology/difrancesco_noble_1985.cellml,electrophysiology,66,16,50,16,0,0,0,237,112
dokos_celler_lovell_1996,models_cellml/electrophysiology/dokos_celler_lovell_1996.cellml,electrophysiology,70,18,52,18,0,0,0,232,114
drouhard_roberge_1987,models_cellml/electrophysiology/drouhard_roberge_1987.cellml,electrophysiology,23,7,16,7,0,0,0,59,31
dumaine_towbin_brugada_vatta_nesterenko_nesterenko_brugada_brugada_antzelevitch_1999,models_cellml/electrophysiology/dumaine_towbin_brugada_vatta_nesterenko_nesterenko_brugada_brugada_antzelevitch_1999.cellml,electrophysiology,87,16,71,16,0,0,0,303,145
earm_noble_1990,models_cellml/electrophysiology/earm_noble_1990.cellml,electrophysiology,62,16,46,16,0,0,0,227,112
ebihara_johnson_1980,models_cellml/electrophysiology/ebihara_johnson_1980.cellml,electrophysiology,23,7,16,7,0,0,0,59,31
endresen_1996,models_cellml/electrophysiology/endresen_1996.cellml,electrophysiology,9,3,6,3,0,0,0,40,23
espinosa_1998_normal,models_cellml/electrophysiology/espinosa_1998_normal.cellml,electrophysiology,78,21,57,21,0,0,0,308,144
espinosa_1998_hypertrophic,models_cellml/electrophysiology/espinosa_1998_hypertrophic.cellml,electrophysiology,78,21,57,21,0,0,0,308,144
faber_rudy_2000,models_cellml/electrophysiology/faber_rudy_2000.cellml,electrophysiology,123,25,98,25,0,0,0,374,192
faber_rudy_modified_version_2000,models_cellml/electrophysiology/faber_rudy_modified_version_2000.cellml,electrophysiology,122,19,103,19,0,0,0,373,188
faville_model_2008,models_cellml/electrophysiology/faville_model_2008.cellml,electrophysiology,69,10,59,10,0,0,0,338,177
faville_pullan_sanders_smith_2008,models_cellml/electrophysiology/faville_pullan_sanders_smith_2008.cellml,electrophysiology,35,8,27,8,0,0,0,146,85
FINAL,models_cellml/electrophysiology/FINAL.cellml,electrophysiology,443,105,338,105,0,0,0,1249,714
fink_noble_virag_varro_giles_2008,models_cellml/electrophysiology/fink_noble_virag_varro_giles_2008.cellml,electrophysiology,105,27,78,27,0,0,0,339,167
fohlmeister_miller_1997,models_cellml/electrophysiology/fohlmeister_miller_1997.cellml,electrophysiology,28,8,20,8,0,0,0,94,47
fox_mcharg_gilmour_2002,models_cellml/electrophysiology/fox_mcharg_gilmour_2002.cellml,electrophysiology,65,13,52,13,0,0,0,256,116
garny_kohl_hunter_boyett_noble_2003,models_cellml/electrophysiology/garny_kohl_hunter_boyett_noble_2003.cellml,electrophysiology,144,15,129,15,0,0,0,348,201
greenstein_wu_po_tomaselli_winslow_2000,models_cellml/electrophysiology/greenstein_wu_po_tomaselli_winslow_2000.cellml,electrophysiology,119,53,66,53,0,0,0,395,223
hodgkin_huxley_1952,models_cellml/electrophysiology/hodgkin_huxley_1952.cellml,electrophysiology,17,4,13,4,0,0,0,45,23
hodgkin_huxley_1952_variant01,models_cellml/electrophysiology/hodgkin_huxley_1952_variant01.cellml,electrophysiology,17,4,13,4,0,0,0,45,23
hund_rudy_2004_a,models_cellml/electrophysiology/hund_rudy_2004_a.cellml,electrophysiology,137,29,108,29,0,0,0,320,192
hund_rudy_2004_b,models_cellml/electrophysiology/hund_rudy_2004_b.cellml,electrophysiology,137,29,108,29,0,0,0,319,191
hunter_mcculloch_terkeurs_1998,models_cellml/electrophysiology/hunter_mcculloch_terkeurs_1998.cellml,electrophysiology,9,3,6,3,0,0,0,43,33
hunter_mcnaughton_noble_1975,models_cellml/electrophysiology/hunter_mcnaughton_noble_1975.cellml,electrophysiology,5,1,4,1,0,0,0,26,14
iyer_2007_ss,models_cellml/electrophysiology/iyer_2007_ss.cellml,electrophysiology,390,67,323,67,0,0,0,611,510
kneller_ramirez_chartier_courtemanche_nattel_2002,models_cellml/electrophysiology/kneller_ramirez_chartier_courtemanche_nattel_2002.cellml,electrophysiology,98,25,73,25,0,0,0,325,145
kurata_hisatome_imanishi_shibamoto_2002,models_cellml/electrophysiology/kurata_hisatome_imanishi_shibamoto_2002.cellml,electrophysiology,106,27,79,27,0,0,0,330,169
lebeau_robson_mckinnon_donald_sneyd_1997,models_cellml/electrophysiology/lebeau_robson_mckinnon_donald_sneyd_1997.cellml,electrophysiology,17,5,12,5,0,0,0,87,48
li_1996_simple_from_paper,models_cellml/electrophysiology/li_1996_simple_from_paper.cellml,electrophysiology,19,5,14,5,0,0,0,57,39
li_1996_complex,models_cellml/electrophysiology/li_1996_complex.cellml,electrophysiology,44,12,32,12,0,0,0,104,76
li_1996_simple,models_cellml/electrophysiology/li_1996_simple.cellml,electrophysiology,28,5,23,5,0,0,0,61,43
lindblad_murphey_clark_giles_1996,models_cellml/electrophysiology/lindblad_murphey_clark_giles_1996.cellml,electrophysiology,108,28,80,28,0,0,0,294,159
livshitz_rudy_2007,models_cellml/electrophysiology/livshitz_rudy_2007.cellml,electrophysiology,99,18,81,18,0,0,0,248,153
lovell_cloherty_celler_dokos_2004,models_cellml/electrophysiology/lovell_cloherty_celler_dokos_2004.cellml,electrophysiology,112,36,76,36,0,0,0,406,313
luo_rudy_1991,models_cellml/electrophysiology/luo_rudy_1991.cellml,electrophysiology,39,8,31,8,0,0,0,119,58
luo_rudy_1994,models_cellml/electrophysiology/luo_rudy_1994.cellml,electrophysiology,76,12,64,12,0,0,0,275,129
mahajan_shiferaw_sato_baher_olcese_xie_yang_chen_restrepo_karma_garfinkel_qu_weiss_2008,models_cellml/electrophysiology/mahajan_shiferaw_sato_baher_olcese_xie_yang_chen_restrepo_karma_garfinkel_qu_weiss_2008.cellml,electrophysiology,139,26,113,26,0,0,0,286,215
maleckar_greenstein_trayanova_giles_2009,models_cellml/electrophysiology/maleckar_greenstein_trayanova_giles_2009.cellml,electrophysiology,100,30,70,30,0,0,0,308,152
maltsev_2009_paper,models_cellml/electrophysiology/maltsev_2009_paper.cellml,electrophysiology,119,29,90,29,0,0,0,338,192
maltsev_2009_steady_state,models_cellml/electrophysiology/maltsev_2009_steady_state.cellml,electrophysiology,119,29,90,29,0,0,0,338,192
matsuoka_sarai_kuratomi_ono_noma_2003,models_cellml/electrophysiology/matsuoka_sarai_kuratomi_ono_noma_2003.cellml,electrophysiology,191,39,152,39,0,0,0,526,280
mazhari_greenstein_winslow_marban_nuss_2001,models_cellml/electrophysiology/mazhari_greenstein_winslow_marban_nuss_2001.cellml,electrophysiology,13,5,8,5,0,0,0,53,17
mcallister_noble_tsien_1975_b,models_cellml/electrophysiology/mcallister_noble_tsien_1975_b.cellml,electrophysiology,41,10,31,10,0,0,0,116,55
mcallister_noble_tsien_1975_a,models_cellml/electrophysiology/mcallister_noble_tsien_1975_a.cellml,electrophysiology,41,10,31,10,0,0,0,116,55
miftakhov_abdusheva_christensen_1999,models_cellml/electrophysiology/miftakhov_abdusheva_christensen_1999.cellml,electrophysiology,18,5,13,5,0,0,0,80,33
mikane_araki_kohno_nakayama_suzuki_shimuzi_matsubara_hirakawa_takaki_suga_1997,models_cellml/electrophysiology/mikane_araki_kohno_nakayama_suzuki_shimuzi_matsubara_hirakawa_takaki_suga_1997.cellml,electrophysiology,9,7,2,7,0,0,0,19,18
mitchell_schaeffer_2003,models_cellml/electrophysiology/mitchell_schaeffer_2003.cellml,electrophysiology,5,2,3,2,0,0,0,27,16
mlcek_neumann_kittnar_novak_2001,models_cellml/electrophysiology/mlcek_neumann_kittnar_novak_2001.cellml,electrophysiology,10,10,0,10,0,0,0,124,30
fitzhugh_1961,models_cellml/electrophysiology/fitzhugh_1961.cellml,electrophysiology,3,2,1,2,0,0,0,7,7
nash_panfilov_2004,models_cellml/electrophysiology/nash_panfilov_2004.cellml,electrophysiology,9,3,6,3,0,0,0,50,21
niederer_hunter_smith_2006,models_cellml/electrophysiology/niederer_hunter_smith_2006.cellml,electrophysiology,25,5,20,5,0,0,0,72,48
niederer_smith_2007,models_cellml/electrophysiology/niederer_smith_2007.cellml,electrophysiology,219,26,193,26,0,0,0,673,355
noble_difrancesco_denyer_1989,models_cellml/electrophysiology/noble_difrancesco_denyer_1989.cellml,electrophysiology,61,14,47,14,0,0,0,210,101
noble_noble_1984,models_cellml/electrophysiology/noble_noble_1984.cellml,electrophysiology,64,15,49,15,0,0,0,220,108
noble_noble_bett_earm_ho_so_1991,models_cellml/electrophysiology/noble_noble_bett_earm_ho_so_1991.cellml,electrophysiology,66,17,49,17,0,0,0,254,122
noble_varghese_kohl_noble_1998_a,models_cellml/electrophysiology/noble_varghese_kohl_noble_1998_a.cellml,electrophysiology,82,22,60,22,0,0,0,310,149
nygren_fiset_firek_clark_lindblad_clark_giles_1998,models_cellml/electrophysiology/nygren_fiset_firek_clark_lindblad_clark_giles_1998.cellml,electrophysiology,80,32,48,32,0,0,0,278,130
ostby_oyehaug_einevoll_nagelhus_plahte_zeuthen_voipio_lloyd_ottersen_omholt_2008,models_cellml/electrophysiology/ostby_oyehaug_einevoll_nagelhus_plahte_zeuthen_voipio_lloyd_ottersen_omholt_2008.cellml,electrophysiology,40,8,32,8,0,0,0,219,68
bertram_satin_pedersen_luciani_sherman_2007,models_cellml/endocrine/bertram_satin_pedersen_luciani_sherman_2007.cellml,endocrine,94,11,83,11,0,0,0,268,166
bingzheng_zhenye_liansong_1990,models_cellml/endocrine/bingzheng_zhenye_liansong_1990.cellml,endocrine,3,3,0,3,0,0,0,22,15
brown_choe_shanahan_czeisler_1997,models_cellml/endocrine/brown_choe_shanahan_czeisler_1997.cellml,endocrine,7,2,5,2,0,0,0,25,15
cartwright_husain_1986,models_cellml/endocrine/cartwright_husain_1986.cellml,endocrine,6,3,3,3,0,0,0,21,14
dempsher_gann_phair_1984,models_cellml/endocrine/dempsher_gann_phair_1984.cellml,endocrine,15,13,2,13,0,0,0,100,46
egli_bertram_sellix_freeman_2004,models_cellml/endocrine/egli_bertram_sellix_freeman_2004.cellml,endocrine,6,3,3,3,0,0,0,25,18
enciso_sontag_2004,models_cellml/endocrine/enciso_sontag_2004.cellml,endocrine,4,3,1,3,0,0,0,20,14
farhy_bowers_veldhuis_2007_a,models_cellml/endocrine/farhy_bowers_veldhuis_2007_a.cellml,endocrine,9,5,4,5,0,0,0,60,43
farhy_bowers_veldhuis_2007_b,models_cellml/endocrine/farhy_bowers_veldhuis_2007_b.cellml,endocrine,9,5,4,5,0,0,0,60,43
gonzalezheydrich_steingard_kohane_1994,models_cellml/endocrine/gonzalezheydrich_steingard_kohane_1994.cellml,endocrine,3,3,0,3,0,0,0,21,15
gupta_aslakson_gurbaxani_vernon_2007_a,models_cellml/endocrine/gupta_aslakson_gurbaxani_vernon_2007_a.cellml,endocrine,5,4,1,4,0,0,0,30,13
gupta_aslakson_gurbaxani_vernon_2007_b,models_cellml/endocrine/gupta_aslakson_gurbaxani_vernon_2007_b.cellml,endocrine,5,4,1,4,0,0,0,30,13
haugh_2004,models_cellml/endocrine/haugh_2004.cellml,endocrine,7,4,3,4,0,0,0,58,20
haugh_2004b,models_cellml/endocrine/haugh_2004b.cellml,endocrine,8,1,7,1,0,0,0,49,21
heinze_keener_midgley_1998_a,models_cellml/endocrine/heinze_keener_midgley_1998_a.cellml,endocrine,6,5,1,5,0,0,0,38,13
jelic_cupic_kolaranic_2005,models_cellml/endocrine/jelic_cupic_kolaranic_2005.cellml,endocrine,13,2,11,2,0,0,0,35,21
jelic_cupic_kolaranic_2005_Fig4,models_cellml/endocrine/jelic_cupic_kolaranic_2005_Fig4.cellml,endocrine,8,2,6,2,0,0,0,35,21
jelic_cupic_kolaranic_2005_Fig5,models_cellml/endocrine/jelic_cupic_kolaranic_2005_Fig5.cellml,endocrine,10,2,8,2,0,0,0,37,23
komarova_2005,models_cellml/endocrine/komarova_2005.cellml,endocrine,9,3,6,3,0,0,0,55,19
komarova_2003,models_cellml/endocrine/komarova_2003.cellml,endocrine,8,3,5,3,0,0,0,54,19
komarova_2003b,models_cellml/endocrine/komarova_2003b.cellml,endocrine,8,3,5,3,0,0,0,54,19
kroll_2000,models_cellml/endocrine/kroll_2000.cellml,endocrine,5,5,0,5,0,0,0,45,19
kyrylov_severyanova_vieira_2005,models_cellml/endocrine/kyrylov_severyanova_vieira_2005.cellml,endocrine,20,5,15,5,0,0,0,82,45
lemaire_tobin_greller_cho_suva_2004_a,models_cellml/endocrine/lemaire_tobin_greller_cho_suva_2004_a.cellml,endocrine,11,3,8,3,0,0,0,53,35
lemaire_tobin_greller_cho_suva_2004_d,models_cellml/endocrine/lemaire_tobin_greller_cho_suva_2004_d.cellml,endocrine,11,3,8,3,0,0,0,53,35
lenbury_pacheenburawana_1991,models_cellml/endocrine/lenbury_pacheenburawana_1991.cellml,endocrine,3,3,0,3,0,0,0,21,11
lenbury_pornsawad_2005,models_cellml/endocrine/lenbury_pornsawad_2005.cellml,endocrine,3,3,0,3,0,0,0,20,8
lenbury_ruktamatakul_amornsamarnkul_2001_a,models_cellml/endocrine/lenbury_ruktamatakul_amornsamarnkul_2001_a.cellml,endocrine,3,3,0,3,0,0,0,25,16
lenbury_ruktamatakul_amornsamarnkul_2001_b,models_cellml/endocrine/lenbury_ruktamatakul_amornsamarnkul_2001_b.cellml,endocrine,5,5,0,5,0,0,0,33,21
liu_hu_peng_liu_1999,models_cellml/endocrine/liu_hu_peng_liu_1999.cellml,endocrine,8,5,3,5,0,0,0,89,42
macgregor_leng_2005_a,models_cellml/endocrine/macgregor_leng_2005_a.cellml,endocrine,8,4,4,4,0,0,0,39,23
macgregor_leng_2005_b,models_cellml/endocrine/macgregor_leng_2005_b.cellml,endocrine,17,7,10,7,0,0,0,79,46
maldonado_2006,models_cellml/endocrine/maldonado_2006.cellml,endocrine,20,9,11,9,0,0,0,109,67
pedersen_bertram_sherman_2005,models_cellml/endocrine/pedersen_bertram_sherman_2005.cellml,endocrine,88,9,79,9,0,0,0,209,139
potter_greller_cho_nuttall_stroup_suva_tobin_2005_a,models_cellml/endocrine/potter_greller_cho_nuttall_stroup_suva_tobin_2005_a.cellml,endocrine,7,5,2,5,0,0,0,67,19
potter_greller_cho_nuttall_stroup_suva_tobin_2005_b,models_cellml/endocrine/potter_greller_cho_nuttall_stroup_suva_tobin_2005_b.cellml,endocrine,10,5,5,5,0,0,0,75,26
potter_zager_barton_2006,models_cellml/endocrine/potter_zager_barton_2006.cellml,endocrine,63,33,30,33,0,0,0,388,154
rattananakul_lenbury_krishnamara_wollkind_2003_a,models_cellml/endocrine/rattananakul_lenbury_krishnamara_wollkind_2003_a.cellml,endocrine,3,3,0,3,0,0,0,38,17
schlosser_selgrade_2000,models_cellml/endocrine/schlosser_selgrade_2000.cellml,endocrine,16,4,12,4,0,0,0,56,37
shrestha_2010,models_cellml/endocrine/shrestha_2010.cellml,endocrine,10,2,8,2,0,0,0,67,25
smith_1980,models_cellml/endocrine/smith_1980.cellml,endocrine,5,3,2,3,0,0,0,19,13
tabak_toporikova_freeman_bertram_2007_a,models_cellml/endocrine/tabak_toporikova_freeman_bertram_2007_a.cellml,endocrine,15,4,11,4,0,0,0,69,39
tabak_toporikova_freeman_bertram_2007_b,models_cellml/endocrine/tabak_toporikova_freeman_bertram_2007_b.cellml,endocrine,15,4,11,4,0,0,0,70,39
wang_li_kuang_2007,models_cellml/endocrine/wang_li_kuang_2007.cellml,endocrine,8,2,6,2,0,0,0,50,24
yang_tong_mccarver_hines_beard_2006,models_cellml/endocrine/yang_tong_mccarver_hines_beard_2006.cellml,endocrine,7,2,5,2,0,0,0,36,20
zager_schlosser_tran_2007,models_cellml/endocrine/zager_schlosser_tran_2007.cellml,endocrine,26,7,19,7,0,0,0,109,46
seemann_sachse_weib_dossel_2003,models_cellml/excitation-contraction_coupling/seemann_sachse_weib_dossel_2003.cellml,excitation-contraction_coupling,122,29,93,17,12,0,0,547,316
shorten_ocallaghan_davidson_soboleva_2007,models_cellml/excitation-contraction_coupling/shorten_ocallaghan_davidson_soboleva_2007.cellml,excitation-contraction_coupling,133,56,77,56,0,0,0,389,233
shorten_ocallaghan_davidson_soboleva_2007_variant01,models_cellml/excitation-contraction_coupling/shorten_ocallaghan_davidson_soboleva_2007_variant01.cellml,excitation-contraction_coupling,133,56,77,56,0,0,0,389,233
skouibine_trayanova_moore_1999,models_cellml/excitation-contraction_coupling/skouibine_trayanova_moore_1999.cellml,excitation-contraction_coupling,22,7,15,7,0,0,0,58,30
Pandit_Hinch_Niederer,models_cellml/excitation-contraction_coupling/Pandit_Hinch_Niederer.cellml,excitation-contraction_coupling,17,6,11,6,0,0,0,200,69
PMR2metadata,models_cellml/gene_regulation/PMR2metadata.cellml,gene_regulation,0,0,0,0,0,0,0,0,0
PMR2_metadata,models_cellml/gene_regulation/PMR2_metadata.cellml,gene_regulation,0,0,0,0,0,0,0,0,0
garmendiatorres_2007,models_cellml/gene_regulation/garmendiatorres_2007.cellml,gene_regulation,28,11,17,11,0,0,0,161,72
iber_maini_2002,models_cellml/gene_regulation/iber_maini_2002.cellml,gene_regulation,34,16,18,16,0,0,0,116,46
bonhoeffer_rembiszewski_ortiz_nixon_2000_a,models_cellml/immunology/bonhoeffer_rembiszewski_ortiz_nixon_2000_a.cellml,immunology,3,3,0,3,0,0,0,21,12
bonhoeffer_rembiszewski_ortiz_nixon_2000_b,models_cellml/immunology/bonhoeffer_rembiszewski_ortiz_nixon_2000_b.cellml,immunology,4,4,0,4,0,0,0,33,18
bonhoeffer_rembiszewski_ortiz_nixon_2000_c,models_cellml/immunology/bonhoeffer_rembiszewski_ortiz_nixon_2000_c.cellml,immunology,3,3,0,3,0,0,0,20,11
dixit_perelson_2004,models_cellml/immunology/dixit_perelson_2004.cellml,immunology,8,5,3,5,0,0,0,55,27
fallon_lauffenburger_2000,models_cellml/immunology/fallon_lauffenburger_2000.cellml,immunology,14,8,6,8,0,0,0,75,22
flynn_green_pedley_boxer_dearling_watson_boden_begent_2002,models_cellml/immunology/flynn_green_pedley_boxer_dearling_watson_boden_begent_2002.cellml,immunology,9,3,6,3,0,0,0,45,31
grossman_feinberg_kuznetsov_dimitrov_paul_1998,models_cellml/immunology/grossman_feinberg_kuznetsov_dimitrov_paul_1998.cellml,immunology,15,7,8,7,0,0,0,73,22
herz_bonhoeffer_anderson_may_nowak_1996,models_cellml/immunology/herz_bonhoeffer_anderson_may_nowak_1996.cellml,immunology,4,4,0,4,0,0,0,24,12
kesmir_deboer_1999,models_cellml/immunology/kesmir_deboer_1999.cellml,immunology,25,16,9,16,0,0,0,137,40
kirschner_panetta_1998,models_cellml/immunology/kirschner_panetta_1998.cellml,immunology,3,3,0,3,0,0,0,25,17
kirschner_webb_1996,models_cellml/immunology/kirschner_webb_1996.cellml,immunology,6,4,2,1,3,0,0,46,22
komarova_wodarz_2003_simple,models_cellml/immunology/komarova_wodarz_2003_simple.cellml,immunology,4,2,2,2,0,0,0,37,13
komarova_wodarz_2003_complex,models_cellml/immunology/komarova_wodarz_2003_complex.cellml,immunology,35,20,15,20,0,0,0,287,51
mittler_sulzer_neumann_perelson_1998,models_cellml/immunology/mittler_sulzer_neumann_perelson_1998.cellml,immunology,13,7,6,7,0,0,0,60,23
nelson_murray_perelson_2000_general,models_cellml/immunology/nelson_murray_perelson_2000_general.cellml,immunology,7,4,3,4,0,0,0,40,15
nelson_murray_perelson_2000_delay,models_cellml/immunology/nelson_murray_perelson_2000_delay.cellml,immunology,7,3,4,3,0,0,0,36,15
neumann_lam_dahari_gretch_wiley_layden_perelson_1998,models_cellml/immunology/neumann_lam_dahari_gretch_wiley_layden_perelson_1998.cellml,immunology,3,3,0,3,0,0,0,23,12
nevo_golding_neumann_schwartz_akselrod_2004,models_cellml/immunology/nevo_golding_neumann_schwartz_akselrod_2004.cellml,immunology,10,6,4,5,1,0,0,48,27
nowak_bangham_1996,models_cellml/immunology/nowak_bangham_1996.cellml,immunology,3,3,0,3,0,0,0,18,10
nowak_bangham_1996b,models_cellml/immunology/nowak_bangham_1996b.cellml,immunology,4,4,0,4,0,0,0,25,14
perelson_1993a,models_cellml/immunology/perelson_1993a.cellml,immunology,5,4,1,4,0,0,0,35,15
