,0,1,2
144,pulmonary_fluid_parent,https://models.physiomeproject.org/exposure/c1461e469a5e282face2fdf37817ca10/pulmonary_fluid_parent.cellml,cardiovascular_circulation
145,guyton_pulmonary_oxygen_uptake_2008,https://models.physiomeproject.org/exposure/63f124c018745aa8ec92a091434f3dfc/guyton_pulmonary_oxygen_uptake_2008.cellml,cardiovascular_circulation
146,pulmonary_O2_parent,https://models.physiomeproject.org/exposure/63f124c018745aa8ec92a091434f3dfc/pulmonary_O2_parent.cellml,cardiovascular_circulation
147,guyton_red_cells_and_viscosity_2008,https://models.physiomeproject.org/exposure/4fe557dc8bbacf2755ad3fbea6192311/guyton_red_cells_and_viscosity_2008.cellml,cardiovascular_circulation
148,red_cells_parent,https://models.physiomeproject.org/exposure/4fe557dc8bbacf2755ad3fbea6192311/red_cells_parent.cellml,cardiovascular_circulation
149,guyton_stress_relaxation_2008,https://models.physiomeproject.org/exposure/64f53aa4552f15dc6805444ba0559c5a/guyton_stress_relaxation_2008.cellml,cardiovascular_circulation
150,stress_parent,https://models.physiomeproject.org/exposure/64f53aa4552f15dc6805444ba0559c5a/stress_parent.cellml,cardiovascular_circulation
151,guyton_thirst_drinking_and_salt_appetite_2008,https://models.physiomeproject.org/exposure/b93f24dcf25fd10062900d530e5c7879/guyton_thirst_drinking_and_salt_appetite_2008.cellml,cardiovascular_circulation
152,thirst_parent,https://models.physiomeproject.org/exposure/b93f24dcf25fd10062900d530e5c7879/thirst_parent.cellml,cardiovascular_circulation
153,lpc,https://models.physiomeproject.org/exposure/ff8be5f140e68612284488cf9879eb5f/lpc.cellml,cardiovascular_circulation
154,circ_pbpk,https://models.physiomeproject.org/exposure/ff8be5f140e68612284488cf9879eb5f/circ_pbpk.cellml,cardiovascular_circulation
155,MainIVad,https://models.physiomeproject.org/exposure/a195d957a2d63ac4defe3232fd0ea50c/MainIVad.cellml,cardiovascular_circulation
156,ModelMain,https://models.physiomeproject.org/exposure/c49d416ae3a5132882e6ea7479ba50f5/ModelMain.cellml,cardiovascular_circulation
157,MainWestkessel,https://models.physiomeproject.org/exposure/9970597960dbe3a381d773d90c0298c2/MainWestkessel.cellml,cardiovascular_circulation
158,MainSystemic,https://models.physiomeproject.org/exposure/feccb0f0649425a61526049f35c3b7fb/MainSystemic.cellml,cardiovascular_circulation
159,shaw_chase_starfinger_smith_hann_desaive_ghuysen_2007,https://models.physiomeproject.org/exposure/cc53567cdb9dac2b598017cab8b8ad05/shaw_chase_starfinger_smith_hann_desaive_ghuysen_2007.cellml,cardiovascular_circulation
160,MainDVad,https://models.physiomeproject.org/exposure/385475ef63ff3f2d42e3dcb52f3982d2/MainDVad.cellml,cardiovascular_circulation
