Model Name,File,Domain,All Domains,Equation Count,Differential Equation Count,Algebraic Equation Count,ODE count,PDE count,State variable count,Algebraic Variable Count,Total Variable Count,Actual Variable Count
lemaire_tobin_greller_cho_suva_2004_a,models_cellml2/endocrine/lemaire_tobin_greller_cho_suva_2004_a.cellml,endocrine,endocrine,11,3,8,3,0,0,0,53,35
guyton_muscle_oxygen_delivery_2008,models_cellml2/cardiovascular_circulation/guyton_muscle_oxygen_delivery_2008.cellml,cardiovascular_circulation,cardiovascular circulation,10,1,9,1,0,0,0,43,20
riemer_sobie_tung_1998,models_cellml2/calcium_dynamics/riemer_sobie_tung_1998.cellml,calcium_dynamics,calcium dynamics | excitation-contraction coupling | myofilament mechanics,103,15,88,15,0,0,0,340,163
nelson_murray_perelson_2000_delay,models_cellml2/immunology/nelson_murray_perelson_2000_delay.cellml,immunology,immunology,7,3,4,3,0,0,0,36,15
jelic_cupic_kolaranic_2005_Fig5,models_cellml2/endocrine/jelic_cupic_kolaranic_2005_Fig5.cellml,endocrine,endocrine,10,2,8,2,0,0,0,37,23
vinnakota_kemp_kushmeric_2006_exp45,models_cellml2/metabolism/vinnakota_kemp_kushmeric_2006_exp45.cellml,metabolism,metabolism,680,25,655,25,0,0,0,1027,680
csikasz_nagy_2006_mammalian_from_code,models_cellml2/cell_cycle/csikasz_nagy_2006_mammalian_from_code.cellml,cell_cycle,cell cycle,44,14,30,14,0,0,0,371,138
perelson_1993d,models_cellml2/immunology/perelson_1993d.cellml,immunology,immunology,6,2,4,2,0,0,0,40,20
bertram_satin_zhang_smolen_sherman_2004_b,models_cellml2/calcium_dynamics/bertram_satin_zhang_smolen_sherman_2004_b.cellml,calcium_dynamics,calcium dynamics | metabolism,78,7,71,7,0,0,0,143,121
bueno_2007,models_cellml2/electrophysiology/bueno_2007.cellml,electrophysiology,electrophysiology,83,4,79,4,0,0,0,118,53
karagiannis_popel_2006,models_cellml2/signal_transduction/karagiannis_popel_2006.cellml,signal_transduction,signal transduction,16,16,0,16,0,0,0,39,38
wodarz_hamer_2007_d,models_cellml2/immunology/wodarz_hamer_2007_d.cellml,immunology,immunology,17,17,0,17,0,0,0,114,36
yi_fogelson_keener_peskin_2003,models_cellml2/calcium_dynamics/yi_fogelson_keener_peskin_2003.cellml,calcium_dynamics,calcium dynamics,52,9,43,9,0,0,0,233,86
wolf_sohn_heinrich_kuriyama_2001,models_cellml2/metabolism/wolf_sohn_heinrich_kuriyama_2001.cellml,metabolism,metabolism,36,13,23,13,0,0,0,149,65
sriram_bernot_kepes_2007,models_cellml2/cell_cycle/sriram_bernot_kepes_2007.cellml,cell_cycle,cell cycle,6,6,0,6,0,0,0,80,32
guyton_aldosterone_2008,models_cellml2/cardiovascular_circulation/guyton_aldosterone_2008.cellml,cardiovascular_circulation,cardiovascular circulation,13,1,12,1,0,0,0,52,29
ralser_2007,models_cellml2/metabolism/ralser_2007.cellml,metabolism,metabolism,56,24,32,24,0,0,0,325,199
sthilaire_gronfier_zeitzer_klerman_2007,models_cellml2/signal_transduction/sthilaire_gronfier_zeitzer_klerman_2007.cellml,signal_transduction,signal transduction,12,9,3,9,0,0,0,51,32
guyton_non_muscle_oxygen_delivery_2008,models_cellml2/cardiovascular_circulation/guyton_non_muscle_oxygen_delivery_2008.cellml,cardiovascular_circulation,cardiovascular circulation,11,1,10,1,0,0,0,35,17
siebert_CC_SEC_2008,models_cellml2/mechanical_constitutive_laws/siebert_CC_SEC_2008.cellml,mechanical_constitutive_laws,mechanical constitutive laws,8,1,7,1,0,0,0,29,28
shrestha_2010,models_cellml2/endocrine/shrestha_2010.cellml,endocrine,endocrine,10,2,8,2,0,0,0,67,25
smith_chase_nokes_shaw_wake_2004,models_cellml2/cardiovascular_circulation/smith_chase_nokes_shaw_wake_2004.cellml,cardiovascular_circulation,cardiovascular circulation,32,10,22,10,0,0,0,170,76
purvis_smith_koizumi_butera_2007,models_cellml2/neurobiology/purvis_smith_koizumi_butera_2007.cellml,neurobiology,neurobiology,14,3,11,3,0,0,0,64,36
albrecht_colegrove_hongpaisan_pivovarova_andrews_friel_2001,models_cellml2/calcium_dynamics/albrecht_colegrove_hongpaisan_pivovarova_andrews_friel_2001.cellml,calcium_dynamics,calcium dynamics | electrophysiology,11,2,9,2,0,0,0,49,30
bertram_smolen_sherman_mears_atwater_martin_soria_1995,models_cellml2/electrophysiology/bertram_smolen_sherman_mears_atwater_martin_soria_1995.cellml,electrophysiology,electrophysiology | metabolism | signal transduction,30,5,25,5,0,0,0,115,65
overgaard_pharmacodynamic_2007,models_cellml2/metabolism/overgaard_pharmacodynamic_2007.cellml,metabolism,PKPD | metabolism,27,3,24,3,0,0,0,101,57
